date,Daily_Return
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-25,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,2.072538125763579e-05
2022-12-08,-2.627331019511292e-05
2022-12-09,0.0011857828539842963
2022-12-12,0.0012174520912555664
2022-12-13,-0.0006317824152760609
2022-12-14,-0.0009970511533480275
2022-12-15,-0.000784261710709
2022-12-16,-0.0012274197971271494
2022-12-19,0.0025571592297615187
2022-12-20,-0.00020029869281379398
2022-12-21,-0.0003615230496890609
2022-12-22,-0.0004954318543911596
2022-12-23,0.0005108784874050531
2022-12-27,-0.0016575977283477261
2022-12-28,0.000401053119601702
2022-12-29,0.0008596096696780187
2022-12-30,-0.000433782473904909
2023-01-03,-0.0009554251856301876
2023-01-04,0.0009983253914516155
2023-01-05,-0.0012730461487650002
2023-01-06,-0.0001787942679332133
2023-01-09,0.0020907336366597917
2023-01-10,-0.0005635975562517936
2023-01-11,0.0020186619414950258
2023-01-12,0.0001301412844927352
2023-01-13,-0.0015216817279917194
2023-01-17,0.0021705958598092767
2023-01-18,-0.0013827084184506733
2023-01-19,0.000409960232023332
2023-01-20,-0.0006257674960855608
2023-01-23,0.00010320813299569132
2023-01-24,0.0015743341879983497
2023-01-25,-0.0017314337571520122
2023-01-26,-0.0015010216125385112
2023-01-27,0.0009358636260861086
2023-01-30,0.0036481152559635355
2023-01-31,-0.0011827040929262012
2023-02-01,-0.0028431567076745434
2023-02-02,0.002261988827210848
2023-02-03,0.002990650697631825
2023-02-06,0.0005274992024180136
2023-02-07,-0.001656754959542539
2023-02-08,0.0015862919405658094
2023-02-09,-0.002049092193541102
2023-02-10,0.0030403561025627024
2023-02-13,-0.0008197269139897934
2023-02-14,-0.0026925474477921263
2023-02-15,2.5155753117012125e-05
2023-02-16,0.0016763416276428522
2023-02-17,0.002878051897124978
2023-02-21,0.0013847472999566346
2023-02-22,0.0008513238376486321
2023-02-23,-0.0009688133961939238
2023-02-24,0.0005261900118085361
2023-02-27,-0.00018847812782007978
2023-02-28,-0.0006139359442867143
2023-03-01,8.975859887638826e-05
2023-03-02,-0.00013347940900199085
2023-03-03,-0.0005638509251617574
2023-03-06,0.00034721170167517634
2023-03-07,-0.0012428046425090322
2023-03-08,-0.00020024454963563088
2023-03-09,0.0002936953607575177
2023-03-10,0.00024759142124564093
2023-03-13,-0.002042723174511152
2023-03-14,0.00025329922228856105
2023-03-15,0.0003056719103080585
2023-03-16,-0.0005209926172714541
2023-03-17,-0.0014705398472302234
2023-03-20,0.0006062215235003166
2023-03-21,0.003454260882538307
2023-03-22,-0.00219649284858614
2023-03-23,-0.0016721405703430392
2023-03-24,0.0007034733930371129
2023-03-27,0.0023304215223960423
2023-03-28,0.0008177966384266266
2023-03-29,8.40659342076222e-05
2023-03-30,-0.0009459369428952424
2023-03-31,-0.0001751097610733776
2023-04-03,-0.0002127200353869707
2023-04-04,-0.001185604417697994
2023-04-05,0.0008445917625357069
2023-04-06,0.001325841966712149
2023-04-10,0.00045542542729526403
2023-04-11,0.0001669775482189273
2023-04-12,-0.0010809421375329586
2023-04-13,0.0005885954969822027
2023-04-14,-0.0006197334149237177
2023-04-17,0.002127257615065714
2023-04-18,-0.0022049663408441056
2023-04-19,0.0008273979037922707
2023-04-20,-0.0005928417320015811
2023-04-21,-0.000519445708188182
2023-04-24,0.0004479358960198798
2023-04-25,-0.0013115168991650883
2023-04-26,0.002328545681939742
2023-04-27,-0.003557285831979562
2023-04-28,0.0007420899481391796
2023-05-01,0.0020905043160424075
2023-05-02,-0.0005884356383001332
2023-05-03,-0.0032907052634629785
2023-05-04,-0.00043525516358688954
2023-05-05,0.00025043650230305303
2023-05-08,5.241456307736314e-05
2023-05-09,-0.0015657491332896623
2023-05-10,-0.0005316065964611205
2023-05-11,-0.0011307829773117284
2023-05-12,0.0011896186198425696
2023-05-15,0.0009961271600718025
2023-05-16,-0.0014756347293553018
2023-05-17,0.001765872735166596
2023-05-18,-0.0019085295652743195
2023-05-19,0.001065189971166447
2023-05-22,0.0018289494477414792
2023-05-23,0.0025228401199826056
2023-05-24,-0.0012152877194471223
2023-05-25,-0.0032131692236624376
2023-05-26,-0.0025588790911443837
2023-05-30,-0.0015278016038201558
2023-05-31,0.001859811094911512
2023-06-01,0.00041500701475238877
2023-06-02,0.002492755077083464
2023-06-05,-0.0006315210882577027
2023-06-06,0.0007859927229578734
2023-06-07,0.004571677730508927
2023-06-08,-0.0017268396605198966
2023-06-09,-0.0012251755218424254
2023-06-12,-0.002151283447262786
2023-06-13,-0.0014164338004017951
2023-06-14,0.001327908355190477
2023-06-15,0.00044449305902505287
2023-06-16,0.0021274603023984096
2023-06-20,-0.001302501688944413
2023-06-21,0.00194208776931859
2023-06-22,-0.0005290033559752771
2023-06-23,0.0012129237623432765
2023-06-26,0.00023439659345014796
2023-06-27,-0.003821304989213181
2023-06-28,-0.001116550635828495
2023-06-29,3.0469490632567542e-05
2023-06-30,-0.0004531417589026532
2023-07-03,0.0019398623286788208
2023-07-05,0.0018921811551602108
2023-07-06,0.0010836018606419362
2023-07-07,-0.00017102395428159056
2023-07-10,-0.0023703769475436065
2023-07-11,0.0005502234991048294
2023-07-12,-0.0005488822928618742
2023-07-13,-0.0015988030639215722
2023-07-14,-0.0006856805286400425
2023-07-17,-0.001433575848764801
2023-07-18,-0.0012026557793750614
2023-07-19,0.002114771254869696
2023-07-20,0.0037994940405077227
2023-07-21,0.0011586321886969397
2023-07-24,0.0009075072480539959
2023-07-25,-0.0023532816000844115
2023-07-26,-8.865146842518268e-05
2023-07-27,0.001246221965860661
2023-07-28,-0.0012107421770475302
2023-07-31,0.0007925138687225886
2023-08-01,-0.0006087509405922065
2023-08-02,0.0021234835510131056
2023-08-03,0.00042707902958527555
2023-08-04,0.001978856104718929
2023-08-07,-0.001471742207348803
2023-08-08,0.0005638627185318157
2023-08-09,0.0024566848586098367
2023-08-10,0.0015120236986747582
2023-08-11,0.0007389224881810819
2023-08-14,0.001638851253902951
2023-08-15,-0.0003710907678383668
2023-08-16,0.0004740082794278955
2023-08-17,0.002680408444443838
2023-08-18,0.001325938521838932
2023-08-21,0.000922571286621876
2023-08-22,0.00017363358258815076
2023-08-23,0.00012254403941613923
2023-08-24,-0.00038588076792378523
2023-08-25,-0.00012092559957765925
2023-08-28,0.0003134611876538518
2023-08-29,0.0006769510016941815
2023-08-30,-0.0009290253445116692
2023-08-31,-0.0011912077835875001
2023-09-01,0.0012465923647324573
2023-09-05,-0.0008388586567529277
2023-09-06,-0.0007135827464950228
2023-09-07,-0.0016415256841122439
2023-09-08,-0.0007147368194165837
2023-09-11,-0.0002730073638989028
2023-09-12,0.0009664801347131213
2023-09-13,0.00010892981771526422
2023-09-14,0.001539390513332961
2023-09-15,-0.0012416204583147739
2023-09-18,-0.0002585336652117798
2023-09-19,0.00091174279026629
2023-09-20,-0.0008050636400642741
2023-09-21,0.0006451565855671859
2023-09-22,8.676539461172084e-05
2023-09-25,0.0009406319593434631
2023-09-26,0.0015270411562990915
2023-09-27,0.00036970473701014583
2023-09-28,0.0010956840481228802
2023-09-29,0.0009764844144957152
2023-10-02,0.0007700472306813033
2023-10-03,0.00017286221399936963
2023-10-04,0.0005132991871659165
2023-10-05,-1.9167040330447804e-05
2023-10-06,-0.0001949342015814537
2023-10-09,0.0004112251411989565
2023-10-10,0.001186782113671514
2023-10-11,0.00021755118502109205
2023-10-12,-0.0033646060452410254
2023-10-13,0.0016481588217516219
2023-10-16,0.0008689681087963308
2023-10-17,0.0006733642446536958
2023-10-18,-0.0010072775370075782
2023-10-19,-1.1056386578611743e-05
2023-10-20,0.0017238981899787564
2023-10-23,0.0013673913447125319
2023-10-24,5.6113939668200885e-06
2023-10-25,-0.0011814082353832633
2023-10-26,0.003093792558542807
2023-10-27,0.002337435774679264
2023-10-30,-0.0027707397354369556
2023-10-31,-0.0008712708071376696
2023-11-01,-0.00020149669351388066
2023-11-02,-0.0005354494392134646
2023-11-03,0.001831940275626831
2023-11-06,-0.0015755347888725124
2023-11-07,0.0013238998905571453
2023-11-08,0.00012413125923060875
2023-11-09,-0.0032668591403397507
2023-11-10,0.00029026986255442644
2023-11-13,-0.0003934346741867323
2023-11-14,0.003236158584695392
2023-11-15,0.003266080374139335
2023-11-16,-0.002975334901063831
2023-11-17,-0.00012457455682446383
2023-11-20,-0.0004125909060371802
2023-11-21,-0.0009865829405543147
2023-11-22,0.0004896119043249492
2023-11-24,0.00043646514972350836
2023-11-27,-0.0020958710973756345
2023-11-28,0.0017303314520660251
2023-11-29,-0.0007643632484340968
2023-11-30,-0.0012438606845629474
2023-12-01,0.002648207894938137
2023-12-04,0.002054742267059817
2023-12-05,-0.0024937455630245076
2023-12-06,0.0008661386055244247
